Case Number,Product Info,Case Owner,VENDOR,Case Origin,Customer Request,Type Leve 1,Type Level 2,Type Level 3,Cloesed Date,1-CR,2-CSAT,3-DSAT Reason,4-Satisfaction Driver,5-Open Suggestion,Work Order,SN,Service Center,Service Type,month,week,dayweek
CASE004891,,Agent_017,NOT TP,Email,Individual,General,Other,Installation,2024-07-09,,,,,,,,,,julio,28,Tuesday
CASE004892,,Agent_032,NOT TP,Chat,Business,Technical,Software,Installation,2024-08-03,,,,,,,,Center B,,agosto,31,Saturday
CASE004893,,Agent_038,NOT TP,Email,Individual,General,Account,Installation,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE004894,Product C,Agent_025,NOT TP,Phone,Individual,Technical,Other,Question,2024-09-12,,Very satisfied,,Problem processing time,,,,,,septiembre,37,Thursday
CASE004895,,Agent_040,NOT TP,Phone,Business,Billing,Other,Question,2024-09-19,,,,,,,,,,septiembre,38,Thursday
CASE004896,Product C,Agent_044,TP,Email,Individual,General,Other,Configuration,2024-07-10,,,,,,,,Center B,Standard,julio,28,Wednesday
CASE004897,Product A,Agent_023,NOT TP,Phone,Individual,Technical,Account,Error,2024-09-02,,,,,,,,,,septiembre,36,Monday
CASE004898,,Agent_050,NOT TP,Email,Business,General,Software,Installation,2024-08-28,,,,,,,,,,agosto,35,Wednesday
CASE004899,Product A,Agent_019,NOT TP,Email,Individual,General,Hardware,Question,2024-09-04,,,,,,,,,,septiembre,36,Wednesday
CASE004900,,Agent_021,NOT TP,Web,Individual,Billing,Hardware,Configuration,2024-08-16,,,,,,,,,,agosto,33,Friday
CASE004901,Product C,Agent_004,TP,Web,Business,Technical,Account,Error,2024-07-08,,,,,,WO2750,,Center A,,julio,28,Monday
CASE004902,Product C,Agent_002,NOT TP,Phone,Business,General,Account,Error,2024-09-02,Yes,,,,,,,,,septiembre,36,Monday
CASE004903,,Agent_038,TP,Web,Individual,General,Software,Error,2024-09-11,,,,,,,,,,septiembre,37,Wednesday
CASE004904,Product C,Agent_003,NOT TP,Web,Individual,General,Hardware,Question,2024-07-22,,,,,,,,,,julio,30,Monday
CASE004905,Product B,Agent_009,NOT TP,Email,Individual,General,Other,Installation,2024-08-17,,,,,,WO8698,,,,agosto,33,Saturday
CASE004906,,Agent_024,NOT TP,Chat,Individual,General,Account,Installation,2024-07-21,,,,,,WO1753,,,Standard,julio,29,Sunday
CASE004907,Product B,Agent_023,TP,Email,Individual,Technical,Hardware,Error,2024-08-02,,,,,,,,,,agosto,31,Friday
CASE004908,Product B,Agent_048,NOT TP,Web,Individual,General,Other,Error,2024-07-14,,,,,,,,,,julio,28,Sunday
CASE004909,,Agent_038,TP,Email,Business,General,Other,Configuration,2024-09-12,,,,,,WO8979,,,Standard,septiembre,37,Thursday
CASE004910,Product B,Agent_002,TP,Phone,Business,General,Software,Configuration,2024-09-25,,,,,,,,,,septiembre,39,Wednesday
CASE004911,,Agent_049,TP,Chat,Individual,Technical,Account,Error,2024-07-15,,,,,,WO7144,,,,julio,29,Monday
CASE004912,Product A,Agent_041,TP,Web,Individual,General,Other,Configuration,2024-07-30,,,,,,,,,,julio,31,Tuesday
CASE004913,,Agent_022,NOT TP,Web,Individual,General,Account,Question,2024-09-04,,,,,,,,,,septiembre,36,Wednesday
CASE004914,Product C,Agent_025,NOT TP,Email,Individual,Billing,Hardware,Error,2024-07-01,No,,,,,,,,,julio,27,Monday
CASE004915,Product B,Agent_007,TP,Email,Individual,Billing,Hardware,Configuration,2024-07-06,,,,,,,,,,julio,27,Saturday
CASE004916,,Agent_028,NOT TP,Email,Business,General,Account,Error,2024-07-02,,,,,,,,Center A,,julio,27,Tuesday
CASE004917,,Agent_023,TP,Email,Individual,General,Other,Installation,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE004918,,Agent_023,NOT TP,Web,Business,Billing,Other,Question,2024-07-06,,,,,,,,,,julio,27,Saturday
CASE004919,Product B,Agent_027,NOT TP,Email,Individual,Technical,Hardware,Error,2024-08-30,,,,,,WO2212,,,,agosto,35,Friday
CASE004920,,Agent_023,NOT TP,Web,Individual,Technical,Other,Installation,2024-08-16,,,,,,,,,,agosto,33,Friday
CASE004921,Product C,Agent_004,NOT TP,Email,Individual,Billing,Other,Error,2024-08-19,,Very satisfied,,Communication skills,,,,,,agosto,34,Monday
CASE004922,Product C,Agent_043,NOT TP,Chat,Individual,General,Hardware,Installation,2024-07-20,,,,,,,,,Premium,julio,29,Saturday
CASE004923,Product B,Agent_016,TP,Chat,Business,Billing,Software,Configuration,2024-07-23,,,,,,,,,,julio,30,Tuesday
CASE004924,,Agent_016,NOT TP,Email,Business,Technical,Hardware,Installation,2024-07-05,,,,,,,,,Standard,julio,27,Friday
CASE004925,,Agent_016,TP,Email,Individual,Billing,Account,Question,2024-09-09,,,,,,,,,,septiembre,37,Monday
CASE004926,Product A,Agent_042,NOT TP,Phone,Individual,Technical,Software,Question,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE004927,Product B,Agent_020,NOT TP,Chat,Individual,General,Account,Configuration,2024-09-22,,,,,,,,,,septiembre,38,Sunday
CASE004928,Product B,Agent_038,NOT TP,Web,Business,General,Software,Error,2024-08-23,,,,,,,,,,agosto,34,Friday
CASE004929,Product A,Agent_006,TP,Chat,Business,General,Software,Question,2024-07-29,,,,,,,,,Premium,julio,31,Monday
CASE004930,,Agent_045,NOT TP,Web,Individual,Technical,Hardware,Configuration,2024-08-11,,,,,,,,,Express,agosto,32,Sunday
CASE004931,Product C,Agent_005,TP,Email,Individual,Billing,Hardware,Question,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE004932,,Agent_020,NOT TP,Chat,Individual,General,Account,Configuration,2024-08-23,,,,,,,,,,agosto,34,Friday
CASE004933,Product A,Agent_008,TP,Chat,Individual,Technical,Hardware,Question,2024-08-10,,,,,,,,,,agosto,32,Saturday
CASE004934,Product B,Agent_022,TP,Phone,Individual,General,Software,Configuration,2024-08-04,,,,,,,,,,agosto,31,Sunday
CASE004935,,Agent_011,NOT TP,Phone,Individual,Billing,Hardware,Question,2024-07-10,,,,,,,,,Express,julio,28,Wednesday
CASE004936,Product B,Agent_002,NOT TP,Chat,Business,General,Account,Error,2024-09-12,,,,,,,,,Express,septiembre,37,Thursday
CASE004937,Product C,Agent_035,TP,Chat,Individual,Technical,Software,Installation,2024-08-17,,,,,,,,,,agosto,33,Saturday
CASE004938,Product B,Agent_021,TP,Chat,Individual,Technical,Account,Question,2024-07-16,,,,,,,,,,julio,29,Tuesday
CASE004939,,Agent_003,NOT TP,Web,Business,General,Other,Configuration,2024-09-03,,,,,,,,,,septiembre,36,Tuesday
CASE004940,,Agent_030,NOT TP,Email,Individual,General,Hardware,Error,2024-09-25,,,,,,WO8304,,,,septiembre,39,Wednesday
CASE004941,,Agent_043,NOT TP,Phone,Individual,Technical,Software,Question,2024-07-07,No,,,,,,,,Premium,julio,27,Sunday
CASE004942,,Agent_028,TP,Email,Individual,General,Account,Configuration,2024-07-23,,,,,,,,Center C,Standard,julio,30,Tuesday
CASE004943,Product C,Agent_037,TP,Phone,Individual,General,Hardware,Installation,2024-07-29,,,,,,,,,,julio,31,Monday
CASE004944,Product B,Agent_033,TP,Phone,Individual,General,Hardware,Configuration,2024-09-05,,,,,,,,,,septiembre,36,Thursday
CASE004945,,Agent_027,TP,Phone,Individual,Billing,Account,Question,2024-07-06,,,,,,,,,Express,julio,27,Saturday
CASE004946,Product C,Agent_018,NOT TP,Chat,Business,Billing,Software,Configuration,2024-08-21,,,,,,,,,,agosto,34,Wednesday
CASE004947,Product B,Agent_002,NOT TP,Phone,Individual,Billing,Account,Configuration,2024-07-09,,,,,,WO5243,,,,julio,28,Tuesday
CASE004948,,Agent_045,TP,Email,Business,General,Hardware,Installation,2024-08-29,,,,,,,,,,agosto,35,Thursday
CASE004949,,Agent_031,TP,Phone,Individual,Technical,Account,Question,2024-08-06,,,,,,,,,,agosto,32,Tuesday
CASE004950,,Agent_038,TP,Email,Business,General,Other,Question,2024-08-09,,,,,,,,,,agosto,32,Friday
CASE004951,Product C,Agent_002,NOT TP,Phone,Individual,General,Hardware,Installation,2024-08-11,,,,,,,,,,agosto,32,Sunday
CASE004952,Product A,Agent_021,NOT TP,Phone,Individual,Billing,Software,Error,2024-07-12,,Very satisfied,,Proactively follow up on issues,,,,,,julio,28,Friday
CASE004953,Product C,Agent_025,TP,Chat,Individual,Technical,Other,Configuration,2024-09-09,,,,,,,,,,septiembre,37,Monday
CASE004954,,Agent_037,TP,Email,Individual,Billing,Account,Configuration,2024-08-28,,,,,,,,,,agosto,35,Wednesday
CASE004955,Product C,Agent_025,NOT TP,Phone,Individual,Technical,Software,Configuration,2024-07-02,,,,,,,,Center A,,julio,27,Tuesday
CASE004956,,Agent_021,NOT TP,Phone,Business,General,Other,Question,2024-08-17,,,,,,,,Center A,,agosto,33,Saturday
CASE004957,Product C,Agent_037,NOT TP,Email,Individual,General,Account,Question,2024-07-26,,,,,,WO9392,,,,julio,30,Friday
CASE004958,Product C,Agent_007,TP,Phone,Individual,General,Other,Configuration,2024-08-07,,,,,,,,,,agosto,32,Wednesday
CASE004959,,Agent_032,TP,Web,Individual,Technical,Hardware,Question,2024-09-11,,,,,,,,,Standard,septiembre,37,Wednesday
CASE004960,Product B,Agent_007,NOT TP,Chat,Business,Billing,Software,Installation,2024-08-08,,,,,,WO9261,,,,agosto,32,Thursday
CASE004961,Product B,Agent_045,TP,Email,Individual,Billing,Other,Installation,2024-09-18,,,,,,WO6358,,,,septiembre,38,Wednesday
CASE004962,Product C,Agent_044,TP,Chat,Business,Billing,Hardware,Question,2024-08-01,No,,,,,,,,,agosto,31,Thursday
CASE004963,,Agent_014,NOT TP,Web,Business,Technical,Account,Configuration,2024-08-29,,Dissatisfied,,,,,,,,agosto,35,Thursday
CASE004964,Product A,Agent_022,TP,Web,Individual,Technical,Hardware,Configuration,2024-08-17,,,,,,,,,,agosto,33,Saturday
CASE004965,Product C,Agent_032,NOT TP,Web,Individual,General,Account,Configuration,2024-09-14,,,,,,,,,Premium,septiembre,37,Saturday
CASE004966,Product B,Agent_033,TP,Email,Business,Billing,Software,Configuration,2024-09-02,,,,,,,,,,septiembre,36,Monday
CASE004967,,Agent_049,TP,Web,Individual,Technical,Hardware,Question,2024-07-26,,,,,,,,,Standard,julio,30,Friday
CASE004968,Product C,Agent_043,NOT TP,Email,Individual,Billing,Hardware,Error,2024-09-08,,,,,,WO2840,,,Express,septiembre,36,Sunday
CASE004969,,Agent_022,TP,Email,Business,Billing,Account,Error,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE004970,Product B,Agent_011,NOT TP,Phone,Business,Technical,Other,Configuration,2024-07-20,,,,,,,,,,julio,29,Saturday
CASE004971,,Agent_040,NOT TP,Email,Business,Technical,Account,Configuration,2024-07-01,,,,,,WO2437,,,,julio,27,Monday
CASE004972,,Agent_020,TP,Web,Individual,General,Other,Configuration,2024-08-22,,,,,,,,,,agosto,34,Thursday
CASE004973,Product A,Agent_024,NOT TP,Email,Individual,General,Account,Error,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE004974,Product A,Agent_028,TP,Email,Individual,General,Software,Installation,2024-07-30,,,,,,,,,Premium,julio,31,Tuesday
CASE004975,Product A,Agent_013,NOT TP,Chat,Individual,Billing,Other,Error,2024-09-08,,,,,,,,,Express,septiembre,36,Sunday
CASE004976,Product A,Agent_032,TP,Web,Individual,Billing,Hardware,Question,2024-08-14,,,,,,,,,,agosto,33,Wednesday
CASE004977,,Agent_041,NOT TP,Email,Individual,General,Other,Error,2024-09-20,,,,,,,,,,septiembre,38,Friday
CASE004978,,Agent_005,TP,Phone,Individual,Billing,Account,Question,2024-09-27,,,,,,WO8630,,,,septiembre,39,Friday
CASE004979,Product B,Agent_035,NOT TP,Email,Business,Billing,Account,Configuration,2024-07-02,,,,,,,,,,julio,27,Tuesday
CASE004980,,Agent_014,NOT TP,Email,Business,Billing,Other,Question,2024-08-12,No,,,,,WO3493,,,,agosto,33,Monday
CASE004981,Product A,Agent_019,NOT TP,Chat,Business,Billing,Hardware,Configuration,2024-07-01,,,,,,,,,,julio,27,Monday
CASE004982,Product B,Agent_017,TP,Web,Individual,Technical,Software,Installation,2024-09-23,,,,,,,,,,septiembre,39,Monday
CASE004983,Product C,Agent_004,TP,Web,Individual,Technical,Hardware,Configuration,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE004984,Product B,Agent_020,NOT TP,Phone,Business,General,Other,Configuration,2024-08-09,,Very satisfied,,Promise fulfillment,,,,,,agosto,32,Friday
CASE004985,,Agent_037,NOT TP,Phone,Individual,General,Account,Installation,2024-07-14,,,,,,,,,,julio,28,Sunday
CASE004986,Product C,Agent_026,TP,Phone,Individual,Billing,Hardware,Configuration,2024-07-27,,,,,,,,,,julio,30,Saturday
CASE004987,Product C,Agent_015,NOT TP,Email,Individual,Billing,Account,Configuration,2024-09-06,,,,,,WO8084,,,Premium,septiembre,36,Friday
CASE004988,Product A,Agent_040,TP,Email,Individual,Technical,Account,Configuration,2024-07-31,,,,,,WO7577,,,Standard,julio,31,Wednesday
CASE004989,Product C,Agent_048,NOT TP,Phone,Individual,Billing,Hardware,Error,2024-08-23,,,,,,,,,,agosto,34,Friday
CASE004990,Product A,Agent_006,TP,Web,Business,Billing,Other,Question,2024-09-01,,,,,,,,,,septiembre,35,Sunday
CASE004991,Product A,Agent_046,TP,Web,Business,General,Hardware,Configuration,2024-07-08,,,,,,WO1309,,,,julio,28,Monday
CASE004992,,Agent_038,NOT TP,Phone,Individual,Billing,Software,Error,2024-07-19,,,,,,,,,,julio,29,Friday
CASE004993,Product B,Agent_007,TP,Chat,Individual,Technical,Account,Configuration,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE004994,,Agent_038,NOT TP,Web,Business,Billing,Account,Question,2024-08-05,,,,,,,,,,agosto,32,Monday
CASE004995,,Agent_022,NOT TP,Web,Individual,Billing,Other,Configuration,2024-07-12,,,,,,WO6351,,,Express,julio,28,Friday
CASE004996,,Agent_018,TP,Phone,Individual,Billing,Account,Question,2024-07-06,,,,,,,,,,julio,27,Saturday
CASE004997,,Agent_005,TP,Web,Business,Billing,Account,Error,2024-07-30,,,,,,,,,,julio,31,Tuesday
CASE004998,,Agent_037,NOT TP,Email,Business,Billing,Account,Error,2024-09-05,Yes,,,,,,,,,septiembre,36,Thursday
CASE004999,Product A,Agent_034,TP,Email,Business,Technical,Hardware,Configuration,2024-08-22,,,,,,WO6810,,,,agosto,34,Thursday
CASE005000,,Agent_031,NOT TP,Web,Individual,General,Account,Installation,2024-09-28,No,,,,,WO3500,,,,septiembre,39,Saturday
CASE005001,Product C,Agent_028,NOT TP,Email,Individual,Billing,Hardware,Question,2024-08-17,,,,,,,,,,agosto,33,Saturday
CASE005002,,Agent_014,NOT TP,Chat,Business,General,Other,Configuration,2024-08-28,,,,,,,,,,agosto,35,Wednesday
CASE005003,Product A,Agent_023,TP,Web,Individual,General,Software,Error,2024-07-11,,,,,,,,Center A,Standard,julio,28,Thursday
CASE005004,,Agent_005,TP,Phone,Business,Technical,Account,Configuration,2024-09-13,,,,,,,,,,septiembre,37,Friday
CASE005005,,Agent_042,TP,Email,Individual,General,Software,Question,2024-07-13,,,,,,,,,,julio,28,Saturday
CASE005006,,Agent_020,TP,Chat,Business,Billing,Hardware,Configuration,2024-09-03,,,,,,WO1646,,,Standard,septiembre,36,Tuesday
CASE005007,Product A,Agent_033,NOT TP,Chat,Individual,Billing,Other,Question,2024-07-18,,,,,,,,,,julio,29,Thursday
CASE005008,Product B,Agent_020,NOT TP,Email,Individual,Billing,Other,Error,2024-09-20,,,,,,,,,,septiembre,38,Friday
CASE005009,,Agent_028,TP,Chat,Individual,Billing,Hardware,Installation,2024-08-20,,,,,,WO6365,,,,agosto,34,Tuesday
CASE005010,,Agent_043,TP,Web,Individual,Technical,Software,Installation,2024-07-10,,,,,,WO4770,,,,julio,28,Wednesday
CASE005011,,Agent_035,TP,Chat,Individual,General,Account,Error,2024-09-14,,,,,,,,,,septiembre,37,Saturday
CASE005012,Product C,Agent_021,NOT TP,Email,Individual,Technical,Hardware,Error,2024-09-11,Yes,,,,,,,,Standard,septiembre,37,Wednesday
CASE005013,Product B,Agent_013,TP,Chat,Business,General,Hardware,Configuration,2024-07-08,,,,,,,,,,julio,28,Monday
CASE005014,,Agent_027,NOT TP,Email,Individual,Technical,Hardware,Error,2024-08-25,,,,,,WO4817,,,Standard,agosto,34,Sunday
CASE005015,,Agent_026,TP,Email,Individual,Technical,Hardware,Error,2024-09-23,,,,,,WO4559,,,,septiembre,39,Monday
CASE005016,Product C,Agent_017,NOT TP,Chat,Individual,Technical,Hardware,Question,2024-07-17,,,,,,,,,,julio,29,Wednesday
CASE005017,,Agent_040,NOT TP,Email,Business,Billing,Other,Configuration,2024-07-31,,,,,,,,,,julio,31,Wednesday
CASE005018,Product A,Agent_033,TP,Email,Individual,Billing,Hardware,Question,2024-08-07,,Very dissatisfied,,,,WO8203,,,,agosto,32,Wednesday
CASE005019,,Agent_030,TP,Phone,Individual,Technical,Other,Configuration,2024-08-03,,,,,,,,,,agosto,31,Saturday
CASE005020,Product A,Agent_043,NOT TP,Web,Business,General,Software,Configuration,2024-08-10,,,,,,WO1416,,,Premium,agosto,32,Saturday
CASE005021,Product C,Agent_049,TP,Email,Individual,General,Account,Installation,2024-08-20,,,,,,,,,,agosto,34,Tuesday
CASE005022,Product C,Agent_036,NOT TP,Web,Individual,Billing,Other,Installation,2024-09-28,,,,,,,,,,septiembre,39,Saturday
CASE005023,Product B,Agent_012,NOT TP,Phone,Individual,Technical,Account,Error,2024-08-11,,,,,,,,,Premium,agosto,32,Sunday
CASE005024,Product A,Agent_002,NOT TP,Phone,Business,Billing,Account,Configuration,2024-08-10,,,,,,,,,,agosto,32,Saturday
CASE005025,Product A,Agent_041,NOT TP,Phone,Individual,Billing,Account,Error,2024-08-27,,,,,,,,,,agosto,35,Tuesday
CASE005026,,Agent_046,TP,Phone,Business,Billing,Other,Question,2024-08-04,,,,,,,,,,agosto,31,Sunday
CASE005027,Product C,Agent_034,TP,Web,Business,Technical,Other,Error,2024-07-30,,,,,,,,,Premium,julio,31,Tuesday
CASE005028,Product B,Agent_012,NOT TP,Chat,Individual,Technical,Other,Question,2024-07-10,,,,,,,,,,julio,28,Wednesday
CASE005029,Product A,Agent_037,TP,Chat,Business,Billing,Software,Installation,2024-07-26,,,,,,WO2521,,,Standard,julio,30,Friday
CASE005030,,Agent_032,NOT TP,Web,Individual,Technical,Other,Installation,2024-07-18,,,,,,WO9301,,,,julio,29,Thursday
CASE005031,Product A,Agent_014,TP,Email,Individual,General,Software,Question,2024-09-13,,,,,,WO9462,,,,septiembre,37,Friday
CASE005032,Product C,Agent_043,TP,Web,Individual,General,Other,Question,2024-07-14,,,,,,,,,,julio,28,Sunday
CASE005033,Product A,Agent_048,NOT TP,Email,Business,Billing,Other,Question,2024-07-20,,,,,,,,,,julio,29,Saturday
CASE005034,,Agent_030,TP,Email,Individual,General,Account,Error,2024-07-14,,,,,,,,,,julio,28,Sunday
CASE005035,,Agent_018,NOT TP,Chat,Individual,Billing,Hardware,Question,2024-07-22,,,,,,,,,,julio,30,Monday
CASE005036,,Agent_041,NOT TP,Phone,Individual,Billing,Account,Configuration,2024-08-27,,,,,,,,,Standard,agosto,35,Tuesday
CASE005037,Product C,Agent_035,NOT TP,Chat,Individual,Billing,Other,Question,2024-08-29,No,,,,,,,,,agosto,35,Thursday
CASE005038,Product C,Agent_040,NOT TP,Chat,Individual,Technical,Hardware,Installation,2024-08-10,,,,,,,,Center B,Premium,agosto,32,Saturday
CASE005039,Product C,Agent_050,NOT TP,Web,Individual,Technical,Hardware,Question,2024-08-22,,,,,,,,,,agosto,34,Thursday
CASE005040,Product B,Agent_028,NOT TP,Web,Individual,Technical,Software,Installation,2024-07-16,,,,,,WO9305,,,,julio,29,Tuesday
CASE005041,Product A,Agent_037,TP,Email,Individual,Technical,Hardware,Installation,2024-09-07,,,,,,,,,,septiembre,36,Saturday
CASE005042,Product A,Agent_047,NOT TP,Web,Individual,Billing,Software,Error,2024-08-15,,,,,,,,,,agosto,33,Thursday
CASE005043,Product A,Agent_041,NOT TP,Email,Individual,Technical,Account,Question,2024-07-27,,,,,,,,,,julio,30,Saturday
CASE005044,Product B,Agent_004,NOT TP,Email,Business,General,Software,Installation,2024-08-27,,,,,,,,,Standard,agosto,35,Tuesday
CASE005045,Product A,Agent_034,NOT TP,Phone,Business,General,Other,Configuration,2024-08-09,,Satisfied,,Problem-solving,,,,,,agosto,32,Friday
CASE005046,Product B,Agent_013,TP,Phone,Individual,Technical,Hardware,Question,2024-08-29,,,,,,WO7558,,,,agosto,35,Thursday
CASE005047,,Agent_024,NOT TP,Chat,Individual,General,Other,Question,2024-08-03,,,,,,WO2639,,,Premium,agosto,31,Saturday
CASE005048,,Agent_030,NOT TP,Phone,Business,General,Hardware,Installation,2024-07-16,,,,,,,,,,julio,29,Tuesday
CASE005049,Product C,Agent_010,TP,Email,Business,Technical,Hardware,Error,2024-07-12,,,,,,WO2069,,,,julio,28,Friday
CASE005050,Product C,Agent_016,NOT TP,Web,Individual,Billing,Account,Error,2024-07-21,,,,,,,,,,julio,29,Sunday
CASE005051,Product A,Agent_010,NOT TP,Phone,Individual,Billing,Software,Question,2024-09-26,,,,,,WO5926,,,,septiembre,39,Thursday
CASE005052,,Agent_048,NOT TP,Phone,Individual,Billing,Account,Question,2024-08-08,,Satisfied,,Problem processing time,,,,,,agosto,32,Thursday
CASE005053,Product C,Agent_044,NOT TP,Phone,Individual,Technical,Software,Error,2024-09-29,,,,,,,,,,septiembre,39,Sunday
CASE005054,Product B,Agent_049,NOT TP,Phone,Individual,Billing,Account,Error,2024-09-28,,,,,,,,,Standard,septiembre,39,Saturday
CASE005055,Product A,Agent_020,TP,Email,Business,Billing,Account,Configuration,2024-09-16,,,,,,WO8722,,,,septiembre,38,Monday
CASE005056,Product A,Agent_028,NOT TP,Email,Individual,General,Hardware,Question,2024-07-06,,,,,,,,,,julio,27,Saturday
CASE005057,Product A,Agent_027,TP,Chat,Individual,Billing,Account,Question,2024-07-28,,,,,,WO6296,,Center C,,julio,30,Sunday
CASE005058,Product A,Agent_021,NOT TP,Web,Business,Technical,Account,Question,2024-08-11,,,,,,,,,,agosto,32,Sunday
CASE005059,Product C,Agent_005,NOT TP,Chat,Business,Billing,Software,Error,2024-07-19,,,,,,WO3905,,,Standard,julio,29,Friday
CASE005060,,Agent_041,TP,Chat,Business,General,Account,Installation,2024-07-12,,,,,,,,,,julio,28,Friday
CASE005061,,Agent_014,TP,Phone,Business,General,Hardware,Configuration,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE005062,,Agent_027,NOT TP,Web,Individual,General,Account,Error,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE005063,,Agent_018,TP,Phone,Business,General,Other,Error,2024-08-15,,,,,,,,Center A,,agosto,33,Thursday
CASE005064,,Agent_019,NOT TP,Email,Business,Billing,Other,Configuration,2024-08-20,,,,,,,,,Express,agosto,34,Tuesday
CASE005065,,Agent_042,TP,Chat,Individual,General,Software,Question,2024-09-04,,,,,,,,,,septiembre,36,Wednesday
CASE005066,,Agent_011,TP,Web,Individual,General,Software,Installation,2024-07-07,,,,,,WO5801,,Center B,,julio,27,Sunday
CASE005067,,Agent_017,NOT TP,Email,Individual,General,Other,Configuration,2024-09-25,,,,,,,,,,septiembre,39,Wednesday
CASE005068,,Agent_044,NOT TP,Chat,Business,Billing,Account,Installation,2024-08-08,,Very satisfied,,Problem-solving,,,,,,agosto,32,Thursday
CASE005069,,Agent_039,NOT TP,Web,Individual,Technical,Account,Question,2024-08-03,,,,,,,,,Standard,agosto,31,Saturday
CASE005070,Product B,Agent_016,TP,Chat,Individual,General,Software,Installation,2024-07-23,No,,,,,,,,,julio,30,Tuesday
CASE005071,Product A,Agent_026,NOT TP,Web,Individual,General,Hardware,Question,2024-07-04,,,,,,WO3480,,Center B,,julio,27,Thursday
CASE005072,,Agent_016,NOT TP,Chat,Individual,General,Account,Error,2024-08-21,Yes,,,,,,,,Standard,agosto,34,Wednesday
CASE005073,Product A,Agent_008,NOT TP,Phone,Individual,Billing,Other,Question,2024-08-27,,,,,,WO3975,,,,agosto,35,Tuesday
CASE005074,Product C,Agent_010,NOT TP,Chat,Individual,Billing,Hardware,Configuration,2024-09-10,,,,,,,,,,septiembre,37,Tuesday
CASE005075,Product C,Agent_013,NOT TP,Chat,Business,General,Hardware,Configuration,2024-09-09,,,,,,WO3660,,,Express,septiembre,37,Monday
CASE005076,,Agent_002,NOT TP,Web,Individual,Technical,Account,Question,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE005077,Product B,Agent_016,TP,Web,Individual,General,Hardware,Question,2024-07-13,,,,,,,,,,julio,28,Saturday
CASE005078,,Agent_020,NOT TP,Phone,Individual,Technical,Software,Error,2024-08-29,,,,,,,,,,agosto,35,Thursday
CASE005079,,Agent_030,TP,Web,Individual,Technical,Hardware,Error,2024-07-14,,,,,,,,,Standard,julio,28,Sunday
CASE005080,,Agent_032,NOT TP,Chat,Individual,Billing,Software,Question,2024-07-18,,,,,,WO6260,,,,julio,29,Thursday
CASE005081,,Agent_036,TP,Web,Individual,Billing,Account,Installation,2024-07-16,,,,,,,,,Standard,julio,29,Tuesday
CASE005082,Product A,Agent_028,NOT TP,Web,Individual,Billing,Hardware,Error,2024-07-02,,,,,,,,,,julio,27,Tuesday
CASE005083,Product B,Agent_028,NOT TP,Web,Individual,Technical,Other,Configuration,2024-07-08,,,,,,,,,,julio,28,Monday
CASE005084,Product B,Agent_042,TP,Phone,Individual,Technical,Other,Error,2024-07-29,,,,,,,,,,julio,31,Monday
CASE005085,,Agent_003,TP,Phone,Individual,Technical,Software,Error,2024-07-17,,,,,,,,,,julio,29,Wednesday
CASE005086,,Agent_013,TP,Email,Individual,Billing,Software,Error,2024-07-26,,,,,,,,,,julio,30,Friday
CASE005087,,Agent_011,NOT TP,Phone,Individual,Billing,Account,Error,2024-08-21,,,,,,,,,,agosto,34,Wednesday
CASE005088,,Agent_018,NOT TP,Phone,Individual,Billing,Hardware,Question,2024-08-17,,,,,,,,,Standard,agosto,33,Saturday
CASE005089,Product C,Agent_009,TP,Phone,Business,General,Software,Error,2024-09-26,,,,,,,,,,septiembre,39,Thursday
CASE005090,Product B,Agent_002,NOT TP,Chat,Business,Technical,Software,Installation,2024-09-19,,,,,,,,,,septiembre,38,Thursday
CASE005091,Product C,Agent_017,TP,Email,Individual,Technical,Account,Error,2024-09-21,,,,,,,,,Express,septiembre,38,Saturday
CASE005092,Product B,Agent_018,NOT TP,Chat,Individual,General,Hardware,Error,2024-07-11,,,,,,,,,,julio,28,Thursday
CASE005093,Product A,Agent_043,NOT TP,Phone,Individual,Technical,Hardware,Configuration,2024-09-13,,,,,,,,,,septiembre,37,Friday
CASE005094,,Agent_036,TP,Phone,Individual,Technical,Software,Error,2024-09-14,,,,,,,,,,septiembre,37,Saturday
CASE005095,Product A,Agent_012,NOT TP,Email,Business,General,Hardware,Configuration,2024-08-03,,,,,,,,,,agosto,31,Saturday
CASE005096,Product A,Agent_042,TP,Email,Business,Technical,Hardware,Configuration,2024-07-10,,,,,,,,,,julio,28,Wednesday
CASE005097,Product C,Agent_003,TP,Web,Business,Billing,Hardware,Question,2024-07-03,,,,,,WO8609,,,Standard,julio,27,Wednesday
CASE005098,Product A,Agent_047,TP,Phone,Business,General,Other,Configuration,2024-07-09,,,,,,WO9793,,,,julio,28,Tuesday
CASE005099,,Agent_032,TP,Phone,Business,Technical,Hardware,Configuration,2024-07-26,,,,,,,,,,julio,30,Friday
